Date,Home,Away,Time,TV
Thursday 5 December 2024,Memphis Grizzlies,Sacramento Kings,20:00,NBA League Pass
Thursday 5 December 2024,New Orleans Pelicans,Phoenix Suns,20:00,NBA League Pass
Thursday 5 December 2024,San Antonio Spurs,Chicago Bulls,20:00,NBA League Pass
Thursday 5 December 2024,Golden State Warriors,Houston Rockets,22:00,NBATV
Friday 6 December 2024,Philadelphia 76ers,Orlando Magic,19:00,NBA League Pass
Friday 6 December 2024,Boston Celtics,Milwaukee Bucks,19:30,ESPN
Friday 6 December 2024,Atlanta Hawks,Los Angeles Lakers,19:30,NBA League Pass
Friday 6 December 2024,Chicago Bulls,Indiana Pacers,20:00,NBA League Pass
Friday 6 December 2024,San Antonio Spurs,Sacramento Kings,20:00,NBA League Pass
Friday 6 December 2024,Golden State Warriors,Minnesota Timberwolves,22:00,ESPN
Friday 6 December 2024,Portland Trail Blazers,Utah Jazz,22:00,NBA League Pass
Saturday 7 December 2024,Charlotte Hornets,Cleveland Cavaliers,13:00,NBA League Pass
Saturday 7 December 2024,Washington Wizards,Denver Nuggets,19:00,NBA League Pass
Saturday 7 December 2024,New Orleans Pelicans,Oklahoma City Thunder,19:00,NBA League Pass
Saturday 7 December 2024,New York Knicks,Detroit Pistons,19:30,NBA League Pass
Saturday 7 December 2024,Toronto Raptors,Dallas Mavericks,19:30,NBA League Pass
Saturday 7 December 2024,Boston Celtics,Memphis Grizzlies,20:00,NBA League Pass
Saturday 7 December 2024,Miami Heat,Phoenix Suns,20:00,NBA League Pass
Sunday 8 December 2024,Chicago Bulls,Philadelphia 76ers,13:00,NBA League Pass
Sunday 8 December 2024,Brooklyn Nets,Milwaukee Bucks,15:30,NBA League Pass
Sunday 8 December 2024,Indiana Pacers,Charlotte Hornets,17:00,NBA League Pass
Sunday 8 December 2024,Atlanta Hawks,Denver Nuggets,18:00,NBA League Pass
Sunday 8 December 2024,Miami Heat,Cleveland Cavaliers,18:00,NBA League Pass
Sunday 8 December 2024,Orlando Magic,Phoenix Suns,18:30,NBA League Pass
Sunday 8 December 2024,Washington Wizards,Memphis Grizzlies,19:00,NBA League Pass
Sunday 8 December 2024,San Antonio Spurs,New Orleans Pelicans,19:00,NBA League Pass
Sunday 8 December 2024,Golden State Warriors,Minnesota Timberwolves,20:30,NBA League Pass
Sunday 8 December 2024,LA Clippers,Houston Rockets,21:00,NBA League Pass
Sunday 8 December 2024,Sacramento Kings,Utah Jazz,21:00,NBA League Pass
Sunday 8 December 2024,Los Angeles Lakers,Portland Trail Blazers,21:30,NBA League Pass
Monday 9 December 2024,Toronto Raptors,New York Knicks,19:30,NBATV
Thursday 19 December 2024,Detroit Pistons,Utah Jazz,19:00,NBA League Pass
Thursday 19 December 2024,Orlando Magic,Oklahoma City Thunder,19:00,TNT
Thursday 19 December 2024,Washington Wizards,Charlotte Hornets,19:00,NBA League Pass
Thursday 19 December 2024,Boston Celtics,Chicago Bulls,19:30,NBA League Pass
Thursday 19 December 2024,Toronto Raptors,Brooklyn Nets,19:30,NBA League Pass
Thursday 19 December 2024,Houston Rockets,New Orleans Pelicans,20:00,NBA League Pass
Thursday 19 December 2024,Memphis Grizzlies,Golden State Warriors,20:00,NBA League Pass
Thursday 19 December 2024,Minnesota Timberwolves,New York Knicks,20:00,NBA League Pass
Thursday 19 December 2024,Dallas Mavericks,LA Clippers,20:30,NBA League Pass
Thursday 19 December 2024,San Antonio Spurs,Atlanta Hawks,21:30,TNT
Thursday 19 December 2024,Phoenix Suns,Indiana Pacers,21:00,NBA League Pass
Thursday 19 December 2024,Portland Trail Blazers,Denver Nuggets,22:00,NBA League Pass
Thursday 19 December 2024,Sacramento Kings,Los Angeles Lakers,22:00,NBA League Pass
Friday 20 December 2024,Cleveland Cavaliers,Milwaukee Bucks,19:30,NBATV
Friday 20 December 2024,Philadelphia 76ers,Charlotte Hornets,19:00,NBA League Pass
Friday 20 December 2024,Miami Heat,Oklahoma City Thunder,20:00,NBA League Pass
Saturday 21 December 2024,Sacramento Kings,Los Angeles Lakers,18:00,NBA League Pass
Saturday 21 December 2024,Orlando Magic,Miami Heat,19:00,NBA League Pass
Saturday 21 December 2024,Atlanta Hawks,Memphis Grizzlies,19:30,NBA League Pass
Saturday 21 December 2024,Brooklyn Nets,Utah Jazz,19:30,NBA League Pass
Saturday 21 December 2024,Cleveland Cavaliers,Philadelphia 76ers,20:00,NBA League Pass
Saturday 21 December 2024,Chicago Bulls,Boston Celtics,20:00,NBA League Pass
Saturday 21 December 2024,Milwaukee Bucks,Washington Wizards,20:00,NBA League Pass
Saturday 21 December 2024,Minnesota Timberwolves,Golden State Warriors,20:00,NBA League Pass
Saturday 21 December 2024,New Orleans Pelicans,New York Knicks,20:00,NBATV
Saturday 21 December 2024,Dallas Mavericks,LA Clippers,20:30,NBA League Pass
Saturday 21 December 2024,San Antonio Spurs,Portland Trail Blazers,20:30,NBA League Pass
Saturday 21 December 2024,Phoenix Suns,Detroit Pistons,21:00,NBA League Pass
Sunday 22 December 2024,Toronto Raptors,Houston Rockets,18:00,NBA League Pass
Sunday 22 December 2024,Sacramento Kings,Indiana Pacers,18:00,NBA League Pass
Sunday 22 December 2024,New Orleans Pelicans,Denver Nuggets,19:00,NBA League Pass
Monday 23 December 2024,Charlotte Hornets,Houston Rockets,19:00,NBA League Pass
Monday 23 December 2024,Cleveland Cavaliers,Utah Jazz,19:00,NBA League Pass
Monday 23 December 2024,Orlando Magic,Boston Celtics,19:00,NBA League Pass
Monday 23 December 2024,Philadelphia 76ers,San Antonio Spurs,19:00,NBATV
Monday 23 December 2024,Atlanta Hawks,Minnesota Timberwolves,19:30,NBA League Pass
Monday 23 December 2024,Miami Heat,Brooklyn Nets,19:30,NBA League Pass
Monday 23 December 2024,New York Knicks,Toronto Raptors,19:30,NBA League Pass
Monday 23 December 2024,Chicago Bulls,Milwaukee Bucks,20:00,NBA League Pass
Monday 23 December 2024,Memphis Grizzlies,LA Clippers,20:00,NBA League Pass
Monday 23 December 2024,Oklahoma City Thunder,Washington Wizards,20:00,NBA League Pass
Monday 23 December 2024,Dallas Mavericks,Portland Trail Blazers,20:30,NBA League Pass
Monday 23 December 2024,Golden State Warriors,Indiana Pacers,22:00,NBATV
Monday 23 December 2024,Denver Nuggets,Phoenix Suns,22:00,NBA League Pass
Monday 23 December 2024,Los Angeles Lakers,Detroit Pistons,22:30,NBA League Pass
Wednesday 25 December 2024,New York Knicks,San Antonio Spurs,12:00,ESPN
Wednesday 25 December 2024,Dallas Mavericks,Minnesota Timberwolves,14:30,ABC/ESPN
Wednesday 25 December 2024,Boston Celtics,Philadelphia 76ers,17:00,ABC/ESPN
Wednesday 25 December 2024,Golden State Warriors,Los Angeles Lakers,20:00,ABC/ESPN
Wednesday 25 December 2024,Phoenix Suns,Denver Nuggets,22:30,ESPN
Thursday 26 December 2024,Indiana Pacers,Oklahoma City Thunder,19:00,NBATV
Thursday 26 December 2024,Orlando Magic,Miami Heat,19:00,NBA League Pass
Thursday 26 December 2024,Washington Wizards,Charlotte Hornets,19:00,NBA League Pass
Thursday 26 December 2024,Atlanta Hawks,Chicago Bulls,19:30,NBA League Pass
Thursday 26 December 2024,Memphis Grizzlies,Toronto Raptors,20:00,NBA League Pass
Thursday 26 December 2024,Milwaukee Bucks,Brooklyn Nets,20:00,NBA League Pass
Thursday 26 December 2024,New Orleans Pelicans,Houston Rockets,20:00,NBA League Pass
Thursday 26 December 2024,Portland Trail Blazers,Utah Jazz,22:00,NBATV
Thursday 26 December 2024,Sacramento Kings,Detroit Pistons,22:00,NBA League Pass
Friday 27 December 2024,Boston Celtics,Indiana Pacers,19:30,NBATV
Friday 27 December 2024,Orlando Magic,New York Knicks,19:00,NBA League Pass
Friday 27 December 2024,Brooklyn Nets,San Antonio Spurs,19:30,NBA League Pass
Friday 27 December 2024,Houston Rockets,Minnesota Timberwolves,20:00,NBA League Pass
Friday 27 December 2024,New Orleans Pelicans,Memphis Grizzlies,20:00,NBA League Pass
Friday 27 December 2024,Denver Nuggets,Cleveland Cavaliers,21:00,NBA League Pass
Friday 27 December 2024,Phoenix Suns,Dallas Mavericks,21:00,NBA League Pass
Friday 27 December 2024,LA Clippers,Golden State Warriors,22:00,NBATV
Saturday 28 December 2024,Atlanta Hawks,Miami Heat,15:00,NBATV
Saturday 28 December 2024,Charlotte Hornets,Oklahoma City Thunder,18:00,NBATV
Saturday 28 December 2024,Washington Wizards,New York Knicks,19:00,NBA League Pass
Saturday 28 December 2024,Chicago Bulls,Milwaukee Bucks,20:00,NBA League Pass
Saturday 28 December 2024,Golden State Warriors,Phoenix Suns,20:30,NBATV
Saturday 28 December 2024,Denver Nuggets,Detroit Pistons,21:00,NBA League Pass
Saturday 28 December 2024,Utah Jazz,Philadelphia 76ers,21:30,NBA League Pass
Saturday 28 December 2024,Portland Trail Blazers,Dallas Mavericks,22:00,NBA League Pass
Saturday 28 December 2024,Los Angeles Lakers,Sacramento Kings,22:30,NBA League Pass
Sunday 29 December 2024,Orlando Magic,Brooklyn Nets,15:30,NBA League Pass
Sunday 29 December 2024,Boston Celtics,Indiana Pacers,18:00,NBA League Pass
Sunday 29 December 2024,Toronto Raptors,Atlanta Hawks,18:00,NBA League Pass
Sunday 29 December 2024,Houston Rockets,Miami Heat,19:00,NBA League Pass
Sunday 29 December 2024,Oklahoma City Thunder,Memphis Grizzlies,19:00,NBA League Pass
Sunday 29 December 2024,Minnesota Timberwolves,San Antonio Spurs,20:00,NBA League Pass
Monday 30 December 2024,Washington Wizards,New York Knicks,19:00,NBATV
Monday 30 December 2024,Charlotte Hornets,Chicago Bulls,19:00,NBA League Pass
Monday 30 December 2024,New Orleans Pelicans,LA Clippers,20:00,NBA League Pass
Monday 30 December 2024,Sacramento Kings,Dallas Mavericks,22:00,NBATV
Monday 30 December 2024,New Orleans Pelicans,LA Clippers,20:00,NBA League Pass
Monday 30 December 2024,Utah Jazz,Denver Nuggets,21:00,NBA League Pass
Monday 30 December 2024,Golden State Warriors,Cleveland Cavaliers,22:00,NBA League Pass
Monday 30 December 2024,Portland Trail Blazers,Philadelphia 76ers,22:00,NBA League Pass
Tuesday 31 December 2024,Boston Celtics,Toronto Raptors,15:00,NBA League Pass
Tuesday 31 December 2024,Indiana Pacers,Milwaukee Bucks,15:00,NBA League Pass
Tuesday 31 December 2024,San Antonio Spurs,LA Clippers,19:00,NBA League Pass
Tuesday 31 December 2024,Phoenix Suns,Memphis Grizzlies,21:00,NBA League Pass
Tuesday 31 December 2024,Los Angeles Lakers,Cleveland Cavaliers,21:00,NBA League Pass
Monday 30 December 2024,Washington Wizards,New York Knicks,19:00,NBATV
Monday 30 December 2024,Sacramento Kings,Dallas Mavericks,22:00,NBATV
Tuesday 31 December 2024,Oklahoma City Thunder,Minnesota Timberwolves,20:00,NBATV




Sunday 2 February 2025,Philadelphia 76ers,Boston Celtics,18:00,ESPN
Sunday 2 February 2025,Milwaukee Bucks,Memphis Grizzlies,20:30,ESPN
Wednesday 5 February 2025,Atlanta Hawks,San Antonio Spurs,19:30,ESPN
Wednesday 5 February 2025,Denver Nuggets,New Orleans Pelicans,22:00,ESPN
Friday 7 February 2025,Detroit Pistons,Philadelphia 76ers,19:30,ESPN
Friday 7 February 2025,Phoenix Suns,Utah Jazz,22:00,ESPN
Wednesday 12 February 2025,Boston Celtics,San Antonio Spurs,19:00,ESPN
Wednesday 12 February 2025,Dallas Mavericks,Golden State Warriors,21:30,ESPN
Friday 21 February 2025,Cleveland Cavaliers,New York Knicks,19:00,ESPN
Friday 21 February 2025,Dallas Mavericks,New Orleans Pelicans,21:30,ESPN
Sunday 23 February 2025,Milwaukee Bucks,Miami Heat,19:00,ESPN
Sunday 23 February 2025,Minnesota Timberwolves,Oklahoma City Thunder,21:30,ESPN
Wednesday 26 February 2025,New York Knicks,Philadelphia 76ers,19:00,ESPN
Wednesday 26 February 2025,Houston Rockets,San Antonio Spurs,21:30,ESPN
Friday 28 February 2025,Boston Celtics,Cleveland Cavaliers,19:30,ESPN
Friday 28 February 2025,Los Angeles Lakers,LA Clippers,22:00,ESPN

Sunday 2 March 2025,San Antonio Spurs,Oklahoma City Thunder,19:00,ESPN
Sunday 2 March 2025,Phoenix Suns,Minnesota Timberwolves,21:30,ESPN
Wednesday 5 March 2025,Cleveland Cavaliers,Miami Heat,19:00,ESPN
Wednesday 5 March 2025,Milwaukee Bucks,Dallas Mavericks,21:30,ESPN
Friday 7 March 2025,Dallas Mavericks,Memphis Grizzlies,19:30,ESPN
Friday 7 March 2025,Denver Nuggets,Phoenix Suns,22:00,ESPN
Sunday 9 March 2025,New Orleans Pelicans,Memphis Grizzlies,19:00,ESPN
Sunday 9 March 2025,LA Clippers,Sacramento Kings,21:30,ESPN
Wednesday 12 March 2025,Boston Celtics,Oklahoma City Thunder,19:30,ESPN
Wednesday 12 March 2025,Denver Nuggets,Minnesota Timberwolves,22:00,ESPN
Sunday 16 March 2025,Milwaukee Bucks,Oklahoma City Thunder,21:00,ESPN
Monday 17 March 2025,New York Knicks,Miami Heat,19:30,ESPN
Monday 17 March 2025,Golden State Warriors,Denver Nuggets,22:00,ESPN
Wednesday 19 March 2025,Minnesota Timberwolves,New Orleans Pelicans,19:30,ESPN
Wednesday 19 March 2025,Los Angeles Lakers,Denver Nuggets,22:00,ESPN
Wednesday 26 March 2025,Indiana Pacers,Los Angeles Lakers,19:30,ESPN
Wednesday 26 March 2025,Phoenix Suns,Boston Celtics,22:00,ESPN

Wednesday 2 April 2025,Boston Celtics,Miami Heat,19:30,ESPN
Wednesday 2 April 2025,LA Clippers,New Orleans Pelicans,22:00,ESPN
Wednesday 9 April 2025,Dallas Mavericks,Los Angeles Lakers,19:30,ESPN
Wednesday 9 April 2025,Sacramento Kings,Denver Nuggets,22:00,ESPN
